move_id,name,type,power,pp,accuracy,priority,damage_class,effect_text,short_effect_text
432,defog,flying,,15,,0,status,"Lowers the target’s evasion by one stage.  Clears away fog.  Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target’s side of the field.

If the target is protected by mist, it will prevent the evasion change, then be removed by this move.",Lowers the target’s evasion by one stage.  Removes field effects from the enemy field.
466,ominous-wind,ghost,60.0,5,100.0,0,special,Inflicts regular damage. Has a $effect_chance% chance to raise all of the user’s stats one stage.,Has a $effect_chance% chance to raise all of the user’s stats by one stage.
507,sky-drop,flying,60.0,10,100.0,0,physical,"Inflicts regular damage.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.

If the target is flying-type, this move will function as normal but inflict no damage.

gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.

The damage from hail and sandstorm still applies during this effect.

Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.

*Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it.","Carries the target high into the air, dodging all attacks against either, and drops it next turn."
535,heat-crash,fire,,10,100.0,0,physical,"Inflicts regular damage.  The greater the user’s weight compared to the target’s, the higher power this move has, to a maximum of 120.

User’s weight                    | Power
-------------------------------- | ----:
Up to 2× the target’s weight     |    40
Up to 3× the target’s weight     |    60
Up to 4× the target’s weight     |    80
Up to 5× the target’s weight     |   100
More than 5× the target’s weight |   120
","Power is higher when the user weighs more than the target, up to a maximum of 120."
542,hurricane,flying,110.0,10,70.0,0,special,"Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.

This move can hit Pokémon under the effect of bounce, fly, or sky drop.

During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.",Has a $effect_chance% chance to confuse the target.
595,mystical-fire,fire,75.0,10,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,Has a $effect_chance% chance to lower the target’s Special Attack by one stage.
693,brutal-swing,dark,60.0,20,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
799,scale-shot,dragon,25.0,20,90.0,0,physical,"Inflicts regular damage two to five times in a row, raising the user’s Speed and lowering the user’s Defense by one stage each upon last hit.",Boosts the user’s Speed and lowers their Defense by one stage after inflicting damage two to five times in a row.
814,dual-wingbeat,flying,40.0,10,90.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
815,scorching-sands,ground,70.0,10,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,Has a $effect_chance% chance to burn the target.
913,dragon-cheer,dragon,0.0,15,0.0,0,status,,
8,ice-punch,ice,75.0,15,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target.,Has a $effect_chance% chance to freeze the target.
39,tail-whip,normal,,30,100.0,0,status,Lowers the target’s Defense by one stage.,Lowers the target’s Defense by one stage.
54,mist,ice,,30,,0,status,"Pokémon on the user’s side of the field are immune to stat-lowering effects for five turns.

guard swap, heart swap, and power swap may still be used.

defog used by an opponent will end this effect.",Protects the user’s stats from being changed by enemy moves.
55,water-gun,water,40.0,25,100.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
56,hydro-pump,water,110.0,5,80.0,0,special,Inflicts regular damage.,Inflicts regular damage with no additional effect.
57,surf,water,90.0,15,100.0,0,special,"Inflicts regular damage.

If the target is in the first turn of dive, this move will hit with double power.",Inflicts regular damage and can hit Dive users.
58,ice-beam,ice,90.0,10,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target.,Has a $effect_chance% chance to freeze the target.
59,blizzard,ice,110.0,5,70.0,0,special,"Inflicts regular damage.  Has a $effect_chance% chance to freeze the target.

During hail, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protection of protect and detect.",Has a $effect_chance% chance to freeze the target.
61,bubble-beam,water,65.0,20,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,Has a $effect_chance% chance to lower the target’s Speed by one stage.
93,confusion,psychic,50.0,25,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,Has a $effect_chance% chance to confuse the target.
110,withdraw,water,,40,,0,status,Raises the user’s Defense by one stage.,Raises the user’s Defense by one stage.
114,haze,ice,,30,,0,status,"Removes stat, accuracy, and evasion modifiers from every Pokémon on the field.

This does not count as a stat reduction for the purposes of clear body or white smoke.","Resets all Pokémon’s stats, accuracy, and evasion."
127,waterfall,water,80.0,15,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
145,bubble,water,40.0,30,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,Has a $effect_chance% chance to lower the target’s Speed by one stage.
175,flail,normal,,15,100.0,0,physical,"Inflicts regular damage.  Power varies inversely with the user’s proportional remaining HP.

64 * current HP / max HP | Power
-----------------------: | ----:
 0– 1                    |  200
 2– 5                    |  150
 6–12                    |  100
13–21                    |   80
22–42                    |   40
43–64                    |   20
","Inflicts more damage when the user has less HP remaining, with a maximum of 200 power."
193,foresight,normal,,40,,0,status,Resets the target’s evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.,"Forces the target to have no Evade, and allows it to be hit by Normal and Fighting moves even if it’s a Ghost."
196,icy-wind,ice,55.0,15,95.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,Has a $effect_chance% chance to lower the target’s Speed by one stage.
205,rollout,rock,30.0,20,90.0,0,physical,"Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.

If the user has used defense curl since entering the field, this move has double power.","Power doubles every turn this move is used in succession after the first, resetting after five turns."
229,rapid-spin,normal,50.0,40,100.0,0,physical,"Inflicts regular damage.  Removes leech seed from the user, frees the user from bind, clamp, fire spin, magma storm, sand tomb, whirlpool, and wrap, and clears spikes, stealth rock, and toxic spikes from the user’s side of the field.  If this move misses or has no effect, its effect doesn’t activate.","Frees the user from binding moves, removes Leech Seed, and blows away Spikes."
240,rain-dance,water,,5,,0,status,"Changes the weather to rain for five turns, during which water moves inflict 50% extra damage, and fire moves inflict half damage.

If the user is holding damp rock, this effect lasts for eight turns.

thunder has 100% accuracy.  If the target has used detect or protect, thunder has a (100 - accuracy)% chance to break through the protection.

solar beam has half power.

moonlight, morning sun, and synthesis heal only 1/4 of the user’s max HP.

Pokémon with swift swim have doubled original Speed.

Pokémon with forecast become water.

Pokémon with dry skin heal 1/8 max HP, Pokémon with hydration are cured of major status effects, and Pokémon with rain dish heal 1/16 max HP at the end of each turn.",Changes the weather to rain for five turns.
243,mirror-coat,psychic,,20,100.0,-5,special,"Targets the last opposing Pokémon to hit the user with a special move this turn.  Inflicts twice the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored.

This move cannot be copied by mirror move, nor selected by assist or metronome.",Inflicts twice the damage the user received from the last special hit it took.
250,whirlpool,water,35.0,15,85.0,0,special,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

If the target is in the first turn of dive, this move will hit with double power.",Prevents the target from leaving battle and inflicts 1/16 its max HP in damage for 2-5 turns.
252,fake-out,normal,40.0,10,100.0,3,physical,Inflicts regular damage.  Causes the target to flinch.  Can only be used on the user’s first turn after entering the field.,Can only be used as the first move after the user enters battle.  Causes the target to flinch.
258,hail,ice,,10,,0,status,"Changes the weather to hail for five turns, during which non-ice Pokémon are damaged for 1/16 their max HP at the end of every turn.

If the user is holding icy rock, this effect lasts for eight turns.

blizzard has 100% accuracy.  If the target has used detect or protect, blizzard has a (100 - accuracy)% chance to break through the protection.

moonlight, morning sun, and synthesis heal only 1/4 of the user’s max HP.

Pokémon with snow cloak are exempt from this effect’s damage.",Changes the weather to a hailstorm for five turns.
266,follow-me,normal,,20,,2,status,"Until the end of this turn, any moves that opposing Pokémon target solely at the user’s ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightning rod and storm drain.

If the user’s ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",Redirects the target’s single-target effects to the user for this turn.
281,yawn,normal,,10,,0,status,"Puts the target to sleep at the end of the next turn.  Ignores accuracy and evasion modifiers.  If the target leaves the field, this effect is canceled.  If the target has a status effect when this move is used, this move will fail.

If the target is protected by safeguard when this move is used, this move will fail.

insomnia and vital spirit prevent the sleep if the target has either at the end of the next turn, but will not cause this move to fail on use.",Target sleeps at the end of the next turn.
287,refresh,normal,,20,,0,status,"Removes a burn, paralysis, or poison from the user.","Cleanses the user of a burn, paralysis, or poison."
291,dive,water,80.0,10,100.0,0,physical,"Inflicts regular damage.  User dives underwater for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, surf, and whirlpool still hit the user normally, and their power is doubled if appropriate.

The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.

This move cannot be selected by sleep talk.","User dives underwater, dodging all attacks, and hits next turn."
300,mud-sport,ground,,15,,0,status,"electric moves inflict half damage, regardless of target.  If the user leaves the field, this effect ends.",Halves all Electric-type damage.
323,water-spout,water,150.0,5,100.0,0,special,"Inflicts regular damage.  Power increases with the user’s remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP.","Inflicts more damage when the user has more HP remaining, with a maximum of 150 power."
330,muddy-water,water,90.0,10,85.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,Has a $effect_chance% chance to lower the target’s accuracy by one stage.
334,iron-defense,steel,,15,,0,status,Raises the user’s Defense by two stages.,Raises the user’s Defense by two stages.
341,mud-shot,ground,55.0,15,95.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,Has a $effect_chance% chance to lower the target’s Speed by one stage.
352,water-pulse,water,60.0,20,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,Has a $effect_chance% chance to confuse the target.
360,gyro-ball,steel,,5,100.0,0,physical,"Inflicts regular damage.  Power increases with the target’s current Speed compared to the user, given by `1 + 25 * target Speed / user Speed`, capped at 150.","Power raises when the user has lower Speed, up to a maximum of 150."
362,brine,water,65.0,10,100.0,0,special,"Inflicts regular damage.  If the target has less than half its max HP remaining, this move has double power.",Has double power against Pokémon that have less than half their max HP remaining.
392,aqua-ring,water,,20,,0,status,"Restores 1/16 of the user’s max HP at the end of each turn.  If the user leaves the field, this effect ends.

This effect is passed on by baton pass.",Restores 1/16 of the user’s max HP each turn.
396,aura-sphere,fighting,80.0,20,,0,special,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.
401,aqua-tail,water,90.0,10,90.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
428,zen-headbutt,psychic,80.0,15,90.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
453,aqua-jet,water,40.0,20,100.0,1,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
503,scald,water,80.0,15,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,Has a $effect_chance% chance to burn the target.
504,shell-smash,normal,,15,,0,status,"Raises the user’s Attack, Special Attack, and Speed by two stages each.  Lowers the user’s Defense and Special Defense by one stage each.","Raises user’s Attack, Special Attack, and Speed by two stages.  Lower user’s Defense and Special Defense by one stage."
518,water-pledge,water,80.0,10,100.0,0,special,"Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).","With Grass Pledge, halves opposing Pokémon’s Speed for four turns."
710,liquidation,water,85.0,10,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,Has a $effect_chance% chance to lower the target’s Defense by one stage.
791,life-dew,water,,10,,0,status,,
812,flip-turn,water,60.0,20,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
834,wave-crash,water,120.0,10,100.0,0,physical,,
861,ice-spinner,ice,80.0,15,100.0,0,physical,,
886,chilling-water,water,50.0,20,100.0,0,special,,
308,hydro-cannon,water,150.0,5,90.0,0,special,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",User foregoes its next turn to recharge.
324,signal-beam,bug,75.0,15,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,Has a $effect_chance% chance to confuse the target.
399,dark-pulse,dark,80.0,15,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
419,avalanche,ice,60.0,10,100.0,-4,physical,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.

pain split does not count as damaging the user.",Inflicts double damage if the user takes damage before attacking this turn.
430,flash-cannon,steel,80.0,10,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.
479,smack-down,rock,50.0,15,100.0,0,physical,"Inflicts regular damage.  Removes the target’s immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target’s flying type to be ignored when it takes Ground damage.

If the target isn’t immune to Ground damage, this move will fail.

This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.",Removes any immunity to Ground damage.
776,body-press,fighting,80.0,10,100.0,0,physical,,
450,bug-bite,bug,60.0,20,100.0,0,physical,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move’s damage, it will do so, and will not be stolen.","If target has a berry, inflicts double damage and uses the berry."
527,electroweb,electric,55.0,15,95.0,0,special,Lowers the target’s Speed by one stage.,Lowers the target’s Speed by one stage.
106,harden,normal,,30,,0,status,Raises the user’s Defense by one stage.,Raises the user’s Defense by one stage.
16,gust,flying,40.0,35,100.0,0,special,"Inflicts regular damage.

If the target is under the effect of bounce, fly, or sky drop, this move will hit with double power.",Inflicts regular damage and can hit Pokémon in the air.
18,whirlwind,normal,,20,,-6,status,"Switches the target out for another of its trainer’s Pokémon selected at random.  Wild battles end immediately.

Doesn’t affect Pokémon with suction cups or under the effect of ingrain.",Immediately ends wild battles.  Forces trainers to switch Pokémon.
48,supersonic,normal,,20,55.0,0,status,Confuses the target.,Confuses the target.
60,psybeam,psychic,65.0,20,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,Has a $effect_chance% chance to confuse the target.
78,stun-spore,grass,,30,75.0,0,status,Paralyzes the target.,Paralyzes the target.
94,psychic,psychic,90.0,10,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.
100,teleport,psychic,,20,,-6,status,Does nothing.  Wild battles end immediately.,Immediately ends wild battles.  No effect otherwise.
138,dream-eater,psychic,100.0,15,100.0,0,special,Fails if not used on a sleeping Pokémon.  Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Only works on sleeping Pokémon.  Drains half the damage inflicted to heal the user.
149,psywave,psychic,,15,100.0,0,special,"Inflicts typeless damage between 50% and 150% of the user’s level, selected at random in increments of 10%.",Inflicts damage between 50% and 150% of the user’s level.
168,thief,dark,60.0,25,100.0,0,physical,"Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.

Pokémon with sticky hold or multitype are immune to the item theft effect.

The target cannot recover its item with recycle.

This move cannot be selected by assist or metronome.",Takes the target’s item.
171,nightmare,ghost,,15,100.0,0,status,"Only works on sleeping Pokémon.  Gives the target a nightmare, damaging it for 1/4 its max HP every turn.  If the target wakes up or leaves the field, this effect ends.",Target loses 1/4 its max HP every turn as long as it’s asleep.
226,baton-pass,normal,,40,,0,status,"User switches out, and the trainer selects a replacement Pokémon from the party.  Stat changes, confusion, and persistent move effects are passed along to the replacement Pokémon.

The following move effects are passed:

* aqua ring
* both the user’s and target’s effect of block, mean look, and spider web
* the curse effect of curse
* embargo
* focus energy or an activated lansat berry
* gastro acid
* ingrain
* being sapped by leech seed
* being targeted by lock on or mind reader
* magnet rise
* perish song’s counter
* power trick
* substitute; the doll’s HP is unchanged

The replacement Pokémon does not trigger effects that respond to Pokémon switching in.",Allows the trainer to switch out the user and pass effects along to its replacement.
244,psych-up,normal,,10,,0,status,"Discards the user’s stat changes and copies the target’s.

This move cannot be copied by mirror move.",Discards the user’s stat changes and copies the target’s.
247,shadow-ball,ghost,80.0,15,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.
285,skill-swap,psychic,,10,,0,status,"User and target switch abilities.  Ignores accuracy and evasion modifiers.

If either Pokémon has multitype or wonder guard, this move will fail.",User and target swap abilities.
318,silver-wind,bug,60.0,5,100.0,0,special,Inflicts regular damage. Has a $effect_chance% chance to raise all of the user’s stats one stage.,Has a $effect_chance% chance to raise all of the user’s stats by one stage.
369,u-turn,bug,70.0,20,100.0,0,physical,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user’s trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain’s effect will end.",User must switch out after attacking.
405,bug-buzz,bug,90.0,10,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.
476,rage-powder,bug,,20,,2,status,"Until the end of this turn, any moves that opposing Pokémon target solely at the user’s ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightning rod and storm drain.

If the user’s ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",Redirects the target’s single-target effects to the user for this turn.
483,quiver-dance,bug,,20,,0,status,"Raises the user’s Special Attack, Special Defense, and Speed by one stage each.","Raises the user’s Special Attack, Special Defense, and Speed by one stage each."
522,struggle-bug,bug,50.0,20,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,Has a $effect_chance% chance to lower the target’s Special Attack by one stage.
577,draining-kiss,fairy,50.0,10,100.0,0,special,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.,Drains 75% of the damage inflicted to heal the user.
611,infestation,bug,20.0,20,100.0,0,special,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",Prevents the target from fleeing and inflicts damage for 2-5 turns.
676,pollen-puff,bug,90.0,15,100.0,0,special,"If the target is an opponent, inflicts regular damage.  If the target is an ally, heals the target for 50% of its max HP.","Damages opponents, but heals allies for 50% of their max HP."
40,poison-sting,poison,15.0,35,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,Has a $effect_chance% chance to poison the target.
31,fury-attack,normal,15.0,20,85.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
41,twineedle,bug,25.0,20,100.0,0,physical,Inflicts regular damage.  Hits twice in the same turn.  Has a $effect_chance% chance to poison the target.,Hits twice in the same turn.  Has a $effect_chance% chance to poison the target.
42,pin-missile,bug,25.0,20,95.0,0,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.
64,peck,flying,35.0,35,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
97,agility,psychic,,30,,0,status,Raises the user’s Speed by two stages.,Raises the user’s Speed by two stages.
116,focus-energy,normal,,30,,0,status,"User’s critical hit rate is two levels higher until it leaves the field.  If the user has already used focus energy since entering the field, this move will fail.

This effect is passed on by baton pass.",Increases the user’s chance to score a critical hit.
228,pursuit,dark,40.0,20,100.0,0,physical,"Inflicts regular damage.  If the target attempts to switch out this turn before the user acts, this move hits the target before it leaves and has double power.

This effect can still hit a Pokémon that switches out when it has a substitute up or when an ally has used follow me.","Has double power against, and can hit, Pokémon attempting to switch out."
283,endeavor,normal,,5,100.0,0,physical,"Inflicts exactly enough damage to lower the target’s HP to equal the user’s.  If the target’s HP is not higher than the user’s, this move has no effect.  Type immunity applies, but other type effects are ignored.  This effect counts as damage for moves that respond to damage.",Lowers the target’s HP to equal the user’s.
371,payback,dark,50.0,10,100.0,0,physical,"Inflicts regular damage.  If the target uses a move or switches out this turn before this move is used, this move has double power.",Power is doubled if the target has already moved this turn.
372,assurance,dark,60.0,10,100.0,0,physical,"Inflicts regular damage.  If the target takes damage this turn for any reason before this move is used, this move has double power.",Power is doubled if the target has already received damage this turn.
390,toxic-spikes,poison,,20,,0,status,"Scatters poisoned spikes around the opposing field, which poison opposing Pokémon that enter the field.  A second layer of these spikes may be laid down, in which case Pokémon will be badly poisoned instead.  Pokémon immune to either ground moves or being poisoned are immune to this effect.  Pokémon otherwise immune to ground moves are affected during gravity.

If a poison Pokémon not immune to ground moves enters a field covered with poisoned spikes, the spikes are removed.

rapid spin will remove this effect from its user’s side of the field.  defog will remove this effect from its target’s side of the field.

This move does not trigger synchronize, unless the Pokémon with synchronize was forced to enter the field by another effect such as roar.

Pokémon entering the field due to baton pass are not affected by this effect.","Scatters poisoned spikes, poisoning opposing Pokémon that switch in."
404,x-scissor,bug,80.0,15,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
529,drill-run,ground,80.0,10,95.0,0,physical,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.
565,fell-stinger,bug,50.0,25,100.0,0,physical,Inflicts regular damage.  Raises the user’s Attack by two stages if it KOs the target.,Raises the user’s Attack by two stages if it KOs the target.
673,laser-focus,normal,,30,,0,status,The user’s next move will result in a critical hit.,Guarantees a critical hit with the user’s next move.
675,throat-chop,dark,80.0,15,100.0,0,physical,"Inflicts regular damage.  Silences the target for two turns, preventing it from using any sound-based moves.",Prevents the target from using sound-based moves for two turns.
28,sand-attack,ground,,15,100.0,0,status,Lowers the target’s accuracy by one stage.,Lowers the target’s accuracy by one stage.
98,quick-attack,normal,40.0,30,100.0,1,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
119,mirror-move,flying,,20,,0,status,"Uses the last move targeted at the user by a Pokémon still on the field.  A move counts as targeting the user even if it hit multiple Pokémon, as long as the user was one of them; however, moves targeting the field itself do not count.  If the user has not been targeted by an appropriate move since entering the field, or if no Pokémon that targeted the user remains on the field, this move will fail.

Moves that failed, missed, had no effect, or were blocked are still copied.

Assist moves, time-delayed moves, “meta” moves that operate on other moves/Pokémon/abilities, and some other special moves cannot be copied and are ignored; if the last move to hit the user was such a move, the previous move will be used instead.  The full list of ignored moves is: acid armor, acupressure, after you, agility, ally switch, amnesia, aqua ring, aromatherapy, aromatic mist, assist, autotomize, barrier, baton pass, belch, belly drum, bide, bulk up, calm mind, camouflage, celebrate, charge, coil, conversion, conversion 2, copycat, cosmic power, cotton guard, counter, crafty shield, curse, defend order, defense curl, destiny bond, detect, doom desire, double team, dragon dance, electric terrain, endure, final gambit, flower shield, focus energy, focus punch, follow me, future sight, geomancy, grassy terrain, gravity, growth, grudge, guard split, hail, happy hour, harden, haze, heal bell, heal order, heal pulse, healing wish, helping hand, hold hands, hone claws, howl, imprison, ingrain, ion deluge, iron defense, kings shield, light screen, lucky chant, lunar dance, magic coat, magnet rise, magnetic flux, mat block, me first, meditate, metronome, milk drink, mimic, minimize, mirror coat, mirror move, mist, misty terrain, moonlight, morning sun, mud sport, nasty plot, nature power, perish song, power split, power trick, protect, psych up, quick guard, quiver dance, rage powder, rain dance, recover, recycle, reflect, reflect type, refresh, rest, rock polish, role play, roost, rototiller, safeguard, sandstorm, shadow blast, shadow bolt, shadow half, shadow rush, shadow shed, shadow sky, shadow storm, shadow wave, sharpen, shell smash, shift gear, sketch, slack off, sleep talk, snatch, soft boiled, spikes, spiky shield, spit up, splash, stealth rock, sticky web, stockpile, struggle, substitute, sunny day, swallow, swords dance, synthesis, tail glow, tailwind, teleport, toxic spikes, transform, water sport, wide guard, wish, withdraw and work up.

This move cannot be selected by assist, metronome, or sleep talk, nor forced by encore.",Uses the target’s last used move.
143,sky-attack,flying,140.0,5,90.0,0,physical,"Inflicts regular damage.  User charges for one turn before attacking.  Critical hit chance is one level higher than normal.  Has a $effect_chance% chance to make the target flinch.

This move cannot be selected by sleep talk.",User charges for one turn before attacking.  Has a $effect_chance% chance to make the target flinch.
185,feint-attack,dark,60.0,20,,0,physical,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.
197,detect,fighting,,5,,4,status,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.

thunder during rain dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse’s curse effect
* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move’s protection after it hits
* imprison
* perish song
* shadow force
* Moves that merely copy the user, such as transform or psych up

This move cannot be selected by assist or metronome.",Prevents any moves from hitting the user this turn.
253,uproar,normal,90.0,10,100.0,0,special,"Inflicts regular damage.  User is forced to use this move for 2–5 turns, selected at random.  All Pokémon on the field wake up, and none can fall to sleep until the lock-in ends.

Pokémon cannot use rest during this effect.

This move cannot be selected by sleep talk.",Forced to use this move for several turns.  Pokémon cannot fall asleep in that time.
297,feather-dance,flying,,15,100.0,0,status,Lowers the target’s Attack by two stages.,Lowers the target’s Attack by two stages.
365,pluck,flying,60.0,20,100.0,0,physical,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move’s damage, it will do so, and will not be stolen.","If target has a berry, inflicts double damage and uses the berry."
413,brave-bird,flying,120.0,15,100.0,0,physical,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,User receives 1/3 the damage inflicted in recoil.
