pokemon_id,name,height,weight,base_experience,type_1,type_2,ability_1,ability_2,ability_3,hp,attack,defense,special-attack,special-defense,speed
319,sharpedo,18,888,161,water,dark,rough-skin,speed-boost,,70,120,40,95,40,95
320,wailmer,20,1300,80,water,,water-veil,oblivious,pressure,130,70,35,70,35,60
321,wailord,145,3980,175,water,,water-veil,oblivious,pressure,170,90,45,90,45,60
322,numel,7,240,61,fire,ground,oblivious,simple,own-tempo,60,60,40,65,45,35
323,camerupt,19,2200,161,fire,ground,magma-armor,solid-rock,anger-point,70,100,70,105,75,40
324,torkoal,5,804,165,fire,,white-smoke,drought,shell-armor,70,85,140,85,70,20
325,spoink,7,306,66,psychic,,thick-fat,own-tempo,gluttony,60,25,35,70,80,60
326,grumpig,9,715,165,psychic,,thick-fat,own-tempo,gluttony,80,45,65,90,110,80
327,spinda,11,50,126,normal,,own-tempo,tangled-feet,contrary,60,60,60,60,60,60
328,trapinch,7,150,58,ground,,hyper-cutter,arena-trap,sheer-force,45,100,45,45,45,10
329,vibrava,11,153,119,ground,dragon,levitate,,,50,70,50,50,50,70
330,flygon,20,820,234,ground,dragon,levitate,,,80,100,80,80,80,100
331,cacnea,4,513,67,grass,,sand-veil,water-absorb,,50,85,40,85,40,35
332,cacturne,13,774,166,grass,dark,sand-veil,water-absorb,,70,115,60,115,60,55
333,swablu,4,12,62,normal,flying,natural-cure,cloud-nine,,45,40,60,40,75,50
334,altaria,11,206,172,dragon,flying,natural-cure,cloud-nine,,75,70,90,70,105,80
335,zangoose,13,403,160,normal,,immunity,toxic-boost,,73,115,60,60,60,90
336,seviper,27,525,160,poison,,shed-skin,infiltrator,,73,100,60,100,60,65
337,lunatone,10,1680,161,rock,psychic,levitate,,,90,55,65,95,85,70
338,solrock,12,1540,161,rock,psychic,levitate,,,90,95,85,55,65,70
339,barboach,4,19,58,water,ground,oblivious,anticipation,hydration,50,48,43,46,41,60
340,whiscash,9,236,164,water,ground,oblivious,anticipation,hydration,110,78,73,76,71,60
341,corphish,6,115,62,water,,hyper-cutter,shell-armor,adaptability,43,80,65,50,35,35
342,crawdaunt,11,328,164,water,dark,hyper-cutter,shell-armor,adaptability,63,120,85,90,55,55
343,baltoy,5,215,60,ground,psychic,levitate,,,40,40,55,40,70,55
344,claydol,15,1080,175,ground,psychic,levitate,,,60,70,105,70,120,75
345,lileep,10,238,71,rock,grass,suction-cups,storm-drain,,66,41,77,61,87,23
346,cradily,15,604,173,rock,grass,suction-cups,storm-drain,,86,81,97,81,107,43
347,anorith,7,125,71,rock,bug,battle-armor,swift-swim,,45,95,50,40,50,75
348,armaldo,15,682,173,rock,bug,battle-armor,swift-swim,,75,125,100,70,80,45
349,feebas,6,74,40,water,,swift-swim,oblivious,adaptability,20,15,20,10,55,80
350,milotic,62,1620,189,water,,marvel-scale,competitive,cute-charm,95,60,79,100,125,81
351,castform,3,8,147,normal,,forecast,,,70,70,70,70,70,70
352,kecleon,10,220,154,normal,,color-change,protean,,60,90,70,60,120,40
353,shuppet,6,23,59,ghost,,insomnia,frisk,cursed-body,44,75,35,63,33,45
354,banette,11,125,159,ghost,,insomnia,frisk,cursed-body,64,115,65,83,63,65
355,duskull,8,150,59,ghost,,levitate,frisk,,20,40,90,30,90,25
356,dusclops,16,306,159,ghost,,pressure,frisk,,40,70,130,60,130,25
357,tropius,20,1000,161,grass,flying,chlorophyll,solar-power,harvest,99,68,83,72,87,51
358,chimecho,6,10,159,psychic,,levitate,,,75,50,80,95,90,65
359,absol,12,470,163,dark,,pressure,super-luck,justified,65,130,60,75,60,75
360,wynaut,6,140,52,psychic,,shadow-tag,telepathy,,95,23,48,23,48,23
361,snorunt,7,168,60,ice,,inner-focus,ice-body,moody,50,50,50,50,50,50
362,glalie,15,2565,168,ice,,inner-focus,ice-body,moody,80,80,80,80,80,80
363,spheal,8,395,58,ice,water,thick-fat,ice-body,oblivious,70,40,50,55,50,25
364,sealeo,11,876,144,ice,water,thick-fat,ice-body,oblivious,90,60,70,75,70,45
365,walrein,14,1506,239,ice,water,thick-fat,ice-body,oblivious,110,80,90,95,90,65
366,clamperl,4,525,69,water,,shell-armor,rattled,,35,64,85,74,55,32
367,huntail,17,270,170,water,,swift-swim,water-veil,,55,104,105,94,75,52
368,gorebyss,18,226,170,water,,swift-swim,hydration,,55,84,105,114,75,52
369,relicanth,10,234,170,water,rock,swift-swim,rock-head,sturdy,100,90,130,45,65,55
370,luvdisc,6,87,116,water,,swift-swim,hydration,,43,30,55,40,65,97
371,bagon,6,421,60,dragon,,rock-head,sheer-force,,45,75,60,40,30,50
372,shelgon,11,1105,147,dragon,,rock-head,overcoat,,65,95,100,60,50,50
373,salamence,15,1026,270,dragon,flying,intimidate,moxie,,95,135,80,110,80,100
374,beldum,6,952,60,steel,psychic,clear-body,light-metal,,40,55,80,35,60,30
375,metang,12,2025,147,steel,psychic,clear-body,light-metal,,60,75,100,55,80,50
376,metagross,16,5500,270,steel,psychic,clear-body,light-metal,,80,135,130,95,90,70
377,regirock,17,2300,261,rock,,clear-body,sturdy,,80,100,200,50,100,50
378,regice,18,1750,261,ice,,clear-body,ice-body,,80,50,100,100,200,50
379,registeel,19,2050,261,steel,,clear-body,light-metal,,80,75,150,75,150,50
380,latias,14,400,270,dragon,psychic,levitate,,,80,80,90,110,130,110
381,latios,20,600,270,dragon,psychic,levitate,,,80,90,80,130,110,110
382,kyogre,45,3520,302,water,,drizzle,,,100,100,90,150,140,90
383,groudon,35,9500,302,ground,,drought,,,100,150,140,100,90,90
384,rayquaza,70,2065,306,dragon,flying,air-lock,,,105,150,90,150,90,95
385,jirachi,3,11,270,steel,psychic,serene-grace,,,100,100,100,100,100,100
386,deoxys-normal,17,608,270,psychic,,pressure,,,50,150,50,150,50,150
387,turtwig,4,102,64,grass,,overgrow,shell-armor,,55,68,64,45,55,31
388,grotle,11,970,142,grass,,overgrow,shell-armor,,75,89,85,55,65,36
389,torterra,22,3100,236,grass,ground,overgrow,shell-armor,,95,109,105,75,85,56
390,chimchar,5,62,62,fire,,blaze,iron-fist,,44,58,44,58,44,61
391,monferno,9,220,142,fire,fighting,blaze,iron-fist,,64,78,52,78,52,81
392,infernape,12,550,240,fire,fighting,blaze,iron-fist,,76,104,71,104,71,108
393,piplup,4,52,63,water,,torrent,competitive,,53,51,53,61,56,40
394,prinplup,8,230,142,water,,torrent,competitive,,64,66,68,81,76,50
395,empoleon,17,845,239,water,steel,torrent,competitive,,84,86,88,111,101,60
396,starly,3,20,49,normal,flying,keen-eye,reckless,,40,55,30,30,30,60
397,staravia,6,155,119,normal,flying,intimidate,reckless,,55,75,50,40,40,80
398,staraptor,12,249,218,normal,flying,intimidate,reckless,,85,120,70,50,60,100
399,bidoof,5,200,50,normal,,simple,unaware,moody,59,45,40,35,40,31
400,bibarel,10,315,144,normal,water,simple,unaware,moody,79,85,60,55,60,71
401,kricketot,3,22,39,bug,,shed-skin,run-away,,37,25,41,25,41,25
402,kricketune,10,255,134,bug,,swarm,technician,,77,85,51,55,51,65
403,shinx,5,95,53,electric,,rivalry,intimidate,guts,45,65,34,40,34,45
404,luxio,9,305,127,electric,,rivalry,intimidate,guts,60,85,49,60,49,60
405,luxray,14,420,235,electric,,rivalry,intimidate,guts,80,120,79,95,79,70
406,budew,2,12,56,grass,poison,natural-cure,poison-point,leaf-guard,40,30,35,50,70,55
407,roserade,9,145,232,grass,poison,natural-cure,poison-point,technician,60,70,65,125,105,90
408,cranidos,9,315,70,rock,,mold-breaker,sheer-force,,67,125,40,30,30,58
409,rampardos,16,1025,173,rock,,mold-breaker,sheer-force,,97,165,60,65,50,58
410,shieldon,5,570,70,rock,steel,sturdy,soundproof,,30,42,118,42,88,30
411,bastiodon,13,1495,173,rock,steel,sturdy,soundproof,,60,52,168,47,138,30
412,burmy,2,34,45,bug,,shed-skin,overcoat,,40,29,45,29,45,36
413,wormadam-plant,5,65,148,bug,grass,anticipation,overcoat,,60,59,85,79,105,36
414,mothim,9,233,148,bug,flying,swarm,tinted-lens,,70,94,50,94,50,66
415,combee,3,55,49,bug,flying,honey-gather,hustle,,30,30,42,30,42,70
416,vespiquen,12,385,166,bug,flying,pressure,unnerve,,70,80,102,80,102,40
417,pachirisu,4,39,142,electric,,run-away,pickup,volt-absorb,60,45,70,45,90,95
418,buizel,7,295,66,water,,swift-swim,water-veil,,55,65,35,60,30,85
419,floatzel,11,335,173,water,,swift-swim,water-veil,,85,105,55,85,50,115
420,cherubi,4,33,55,grass,,chlorophyll,,,45,35,45,62,53,35
421,cherrim,5,93,158,grass,,flower-gift,,,70,60,70,87,78,85
422,shellos,3,63,65,water,,sticky-hold,storm-drain,sand-force,76,48,48,57,62,34
423,gastrodon,9,299,166,water,ground,sticky-hold,storm-drain,sand-force,111,83,68,92,82,39
424,ambipom,12,203,169,normal,,technician,pickup,skill-link,75,100,66,60,66,115
425,drifloon,4,12,70,ghost,flying,aftermath,unburden,flare-boost,90,50,34,60,44,70
426,drifblim,12,150,174,ghost,flying,aftermath,unburden,flare-boost,150,80,44,90,54,80
427,buneary,4,55,70,normal,,run-away,klutz,limber,55,66,44,44,56,85
428,lopunny,12,333,168,normal,,cute-charm,klutz,limber,65,76,84,54,96,105
429,mismagius,9,44,173,ghost,,levitate,,,60,60,60,105,105,105
430,honchkrow,9,273,177,dark,flying,insomnia,super-luck,moxie,100,125,52,105,52,71
431,glameow,5,39,62,normal,,limber,own-tempo,keen-eye,49,55,42,42,37,85
432,purugly,10,438,158,normal,,thick-fat,own-tempo,defiant,71,82,64,64,59,112
433,chingling,2,6,57,psychic,,levitate,,,45,30,50,65,50,45
434,stunky,4,192,66,poison,dark,stench,aftermath,keen-eye,63,63,47,41,41,74
435,skuntank,10,380,168,poison,dark,stench,aftermath,keen-eye,103,93,67,71,61,84
436,bronzor,5,605,60,steel,psychic,levitate,heatproof,heavy-metal,57,24,86,24,86,23
437,bronzong,13,1870,175,steel,psychic,levitate,heatproof,heavy-metal,67,89,116,79,116,33
438,bonsly,5,150,58,rock,,sturdy,rock-head,rattled,50,80,95,10,45,10
439,mime-jr,6,130,62,psychic,fairy,soundproof,filter,technician,20,25,45,70,90,60
440,happiny,6,244,110,normal,,natural-cure,serene-grace,friend-guard,100,5,5,15,65,30
441,chatot,5,19,144,normal,flying,keen-eye,tangled-feet,big-pecks,76,65,45,92,42,91
442,spiritomb,10,1080,170,ghost,dark,pressure,infiltrator,,50,92,108,92,108,35
443,gible,7,205,60,dragon,ground,sand-veil,rough-skin,,58,70,45,40,45,42
444,gabite,14,560,144,dragon,ground,sand-veil,rough-skin,,68,90,65,50,55,82
445,garchomp,19,950,270,dragon,ground,sand-veil,rough-skin,,108,130,95,80,85,102
446,munchlax,6,1050,78,normal,,pickup,thick-fat,gluttony,135,85,40,40,85,5
447,riolu,7,202,57,fighting,,steadfast,inner-focus,prankster,40,70,40,35,40,60
448,lucario,12,540,184,fighting,steel,steadfast,inner-focus,justified,70,110,70,115,70,90
449,hippopotas,8,495,66,ground,,sand-stream,sand-force,,68,72,78,38,42,32
450,hippowdon,20,3000,184,ground,,sand-stream,sand-force,,108,112,118,68,72,47
451,skorupi,8,120,66,poison,bug,battle-armor,sniper,keen-eye,40,50,90,30,55,65
452,drapion,13,615,175,poison,dark,battle-armor,sniper,keen-eye,70,90,110,60,75,95
453,croagunk,7,230,60,poison,fighting,anticipation,dry-skin,poison-touch,48,61,40,61,40,50
454,toxicroak,13,444,172,poison,fighting,anticipation,dry-skin,poison-touch,83,106,65,86,65,85
455,carnivine,14,270,159,grass,,levitate,,,74,100,72,90,72,46
456,finneon,4,70,66,water,,swift-swim,storm-drain,water-veil,49,49,56,49,61,66
457,lumineon,12,240,161,water,,swift-swim,storm-drain,water-veil,69,69,76,69,86,91
458,mantyke,10,650,69,water,flying,swift-swim,water-absorb,water-veil,45,20,50,60,120,50
459,snover,10,505,67,grass,ice,snow-warning,soundproof,,60,62,50,62,60,40
460,abomasnow,22,1355,173,grass,ice,snow-warning,soundproof,,90,92,75,92,85,60
461,weavile,11,340,179,dark,ice,pressure,pickpocket,,70,120,65,45,85,125
462,magnezone,12,1800,241,electric,steel,magnet-pull,sturdy,analytic,70,70,115,130,90,60
463,lickilicky,17,1400,180,normal,,own-tempo,oblivious,cloud-nine,110,85,95,80,95,50
464,rhyperior,24,2828,241,ground,rock,lightning-rod,solid-rock,reckless,115,140,130,55,55,40
465,tangrowth,20,1286,187,grass,,chlorophyll,leaf-guard,regenerator,100,100,125,110,50,50
466,electivire,18,1386,243,electric,,motor-drive,vital-spirit,,75,123,67,95,85,95
467,magmortar,16,680,243,fire,,flame-body,vital-spirit,,75,95,67,125,95,83
468,togekiss,15,380,245,fairy,flying,hustle,serene-grace,super-luck,85,50,95,120,115,80
469,yanmega,19,515,180,bug,flying,speed-boost,tinted-lens,frisk,86,76,86,116,56,95
470,leafeon,10,255,184,grass,,leaf-guard,chlorophyll,,65,110,130,60,65,95
471,glaceon,8,259,184,ice,,snow-cloak,ice-body,,65,60,110,130,95,65
472,gliscor,20,425,179,ground,flying,hyper-cutter,sand-veil,poison-heal,75,95,125,45,75,95
473,mamoswine,25,2910,239,ice,ground,oblivious,snow-cloak,thick-fat,110,130,80,70,60,80
474,porygon-z,9,340,241,normal,,adaptability,download,analytic,85,80,70,135,75,90
475,gallade,16,520,233,psychic,fighting,steadfast,sharpness,justified,68,125,65,65,115,80
476,probopass,14,3400,184,rock,steel,sturdy,magnet-pull,sand-force,60,55,145,75,150,40
477,dusknoir,22,1066,236,ghost,,pressure,frisk,,45,100,135,65,135,45
478,froslass,13,266,168,ice,ghost,snow-cloak,cursed-body,,70,80,70,80,70,110
479,rotom,3,3,154,electric,ghost,levitate,,,50,50,77,95,77,91
480,uxie,3,3,261,psychic,,levitate,,,75,75,130,75,130,95
481,mesprit,3,3,261,psychic,,levitate,,,80,105,105,105,105,80
482,azelf,3,3,261,psychic,,levitate,,,75,125,70,125,70,115
483,dialga,54,6830,306,steel,dragon,pressure,telepathy,,100,120,120,150,100,90
484,palkia,42,3360,306,water,dragon,pressure,telepathy,,90,120,100,150,120,100
485,heatran,17,4300,270,fire,steel,flash-fire,flame-body,,91,90,106,130,106,77
486,regigigas,37,4200,302,normal,,slow-start,,,110,160,110,80,110,100
487,giratina-altered,45,7500,306,ghost,dragon,pressure,telepathy,,150,100,120,100,120,90
488,cresselia,15,856,270,psychic,,levitate,,,120,70,110,75,120,85
489,phione,4,31,216,water,,hydration,,,80,80,80,80,80,80
490,manaphy,3,14,270,water,,hydration,,,100,100,100,100,100,100
491,darkrai,15,505,270,dark,,bad-dreams,,,70,90,90,135,90,125
492,shaymin-land,2,21,270,grass,,natural-cure,,,100,100,100,100,100,100
493,arceus,32,3200,324,normal,,multitype,,,120,120,120,120,120,120
494,victini,4,40,270,psychic,fire,victory-star,,,100,100,100,100,100,100
495,snivy,6,81,62,grass,,overgrow,contrary,,45,45,55,45,55,63
496,servine,8,160,145,grass,,overgrow,contrary,,60,60,75,60,75,83
497,serperior,33,630,238,grass,,overgrow,contrary,,75,75,95,75,95,113
498,tepig,5,99,62,fire,,blaze,thick-fat,,65,63,45,45,45,45
499,pignite,10,555,146,fire,fighting,blaze,thick-fat,,90,93,55,70,55,55
500,emboar,16,1500,238,fire,fighting,blaze,reckless,,110,123,65,100,65,65
501,oshawott,5,59,62,water,,torrent,shell-armor,,55,55,45,63,45,45
502,dewott,8,245,145,water,,torrent,shell-armor,,75,75,60,83,60,60
503,samurott,15,946,238,water,,torrent,shell-armor,,95,100,85,108,70,70
504,patrat,5,116,51,normal,,run-away,keen-eye,analytic,45,55,39,35,39,42
505,watchog,11,270,147,normal,,illuminate,keen-eye,analytic,60,85,69,60,69,77
506,lillipup,4,41,55,normal,,vital-spirit,pickup,run-away,45,60,45,25,45,55
507,herdier,9,147,130,normal,,intimidate,sand-rush,scrappy,65,80,65,35,65,60
508,stoutland,12,610,225,normal,,intimidate,sand-rush,scrappy,85,110,90,45,90,80
509,purrloin,4,101,56,dark,,limber,unburden,prankster,41,50,37,50,37,66
510,liepard,11,375,156,dark,,limber,unburden,prankster,64,88,50,88,50,106
511,pansage,6,105,63,grass,,gluttony,overgrow,,50,53,48,53,48,64
512,simisage,11,305,174,grass,,gluttony,overgrow,,75,98,63,98,63,101
513,pansear,6,110,63,fire,,gluttony,blaze,,50,53,48,53,48,64
514,simisear,10,280,174,fire,,gluttony,blaze,,75,98,63,98,63,101
515,panpour,6,135,63,water,,gluttony,torrent,,50,53,48,53,48,64
516,simipour,10,290,174,water,,gluttony,torrent,,75,98,63,98,63,101
517,munna,6,233,58,psychic,,forewarn,synchronize,telepathy,76,25,45,67,55,24
518,musharna,11,605,170,psychic,,forewarn,synchronize,telepathy,116,55,85,107,95,29
519,pidove,3,21,53,normal,flying,big-pecks,super-luck,rivalry,50,55,50,36,30,43
520,tranquill,6,150,125,normal,flying,big-pecks,super-luck,rivalry,62,77,62,50,42,65
521,unfezant,12,290,220,normal,flying,big-pecks,super-luck,rivalry,80,115,80,65,55,93
522,blitzle,8,298,59,electric,,lightning-rod,motor-drive,sap-sipper,45,60,32,50,32,76
523,zebstrika,16,795,174,electric,,lightning-rod,motor-drive,sap-sipper,75,100,63,80,63,116
524,roggenrola,4,180,56,rock,,sturdy,weak-armor,sand-force,55,75,85,25,25,15
525,boldore,9,1020,137,rock,,sturdy,weak-armor,sand-force,70,105,105,50,40,20
526,gigalith,17,2600,232,rock,,sturdy,sand-stream,sand-force,85,135,130,60,80,25
527,woobat,4,21,65,psychic,flying,unaware,klutz,simple,65,45,43,55,43,72
528,swoobat,9,105,149,psychic,flying,unaware,klutz,simple,67,57,55,77,55,114
529,drilbur,3,85,66,ground,,sand-rush,sand-force,mold-breaker,60,85,40,30,45,68
530,excadrill,7,404,178,ground,steel,sand-rush,sand-force,mold-breaker,110,135,60,50,65,88
531,audino,11,310,390,normal,,healer,regenerator,klutz,103,60,86,60,86,50
532,timburr,6,125,61,fighting,,guts,sheer-force,iron-fist,75,80,55,25,35,35
533,gurdurr,12,400,142,fighting,,guts,sheer-force,iron-fist,85,105,85,40,50,40
534,conkeldurr,14,870,227,fighting,,guts,sheer-force,iron-fist,105,140,95,55,65,45
535,tympole,5,45,59,water,,swift-swim,hydration,water-absorb,50,50,40,50,40,64
536,palpitoad,8,170,134,water,ground,swift-swim,hydration,water-absorb,75,65,55,65,55,69
537,seismitoad,15,620,229,water,ground,swift-swim,poison-touch,water-absorb,105,95,75,85,75,74
538,throh,13,555,163,fighting,,guts,inner-focus,mold-breaker,120,100,85,30,85,45
539,sawk,14,510,163,fighting,,sturdy,inner-focus,mold-breaker,75,125,75,30,75,85
540,sewaddle,3,25,62,bug,grass,swarm,chlorophyll,overcoat,45,53,70,40,60,42
541,swadloon,5,73,133,bug,grass,leaf-guard,chlorophyll,overcoat,55,63,90,50,80,42
542,leavanny,12,205,225,bug,grass,swarm,chlorophyll,overcoat,75,103,80,70,80,92
543,venipede,4,53,52,bug,poison,poison-point,swarm,speed-boost,30,45,59,30,39,57
544,whirlipede,12,585,126,bug,poison,poison-point,swarm,speed-boost,40,55,99,40,79,47
545,scolipede,25,2005,218,bug,poison,poison-point,swarm,speed-boost,60,100,89,55,69,112
546,cottonee,3,6,56,grass,fairy,prankster,infiltrator,chlorophyll,40,27,60,37,50,66
547,whimsicott,7,66,168,grass,fairy,prankster,infiltrator,chlorophyll,60,67,85,77,75,116
548,petilil,5,66,56,grass,,chlorophyll,own-tempo,leaf-guard,45,35,50,70,50,30
549,lilligant,11,163,168,grass,,chlorophyll,own-tempo,leaf-guard,70,60,75,110,75,90
550,basculin-red-striped,10,180,161,water,,reckless,adaptability,mold-breaker,70,92,65,80,55,98
551,sandile,7,152,58,ground,dark,intimidate,moxie,anger-point,50,72,35,35,35,65
552,krokorok,10,334,123,ground,dark,intimidate,moxie,anger-point,60,82,45,45,45,74
553,krookodile,15,963,234,ground,dark,intimidate,moxie,anger-point,95,117,80,65,70,92
554,darumaka,6,375,63,fire,,hustle,inner-focus,,70,90,45,15,45,50
555,darmanitan-standard,13,929,168,fire,,sheer-force,zen-mode,,105,140,55,30,55,95
556,maractus,10,280,161,grass,,water-absorb,chlorophyll,storm-drain,75,86,67,106,67,60
557,dwebble,3,145,65,bug,rock,sturdy,shell-armor,weak-armor,50,65,85,35,35,55
558,crustle,14,2000,170,bug,rock,sturdy,shell-armor,weak-armor,70,105,125,65,75,45
559,scraggy,6,118,70,dark,fighting,shed-skin,moxie,intimidate,50,75,70,35,70,48
560,scrafty,11,300,171,dark,fighting,shed-skin,moxie,intimidate,65,90,115,45,115,58
561,sigilyph,14,140,172,psychic,flying,wonder-skin,magic-guard,tinted-lens,72,58,80,103,80,97
562,yamask,5,15,61,ghost,,mummy,,,38,30,85,55,65,30
563,cofagrigus,17,765,169,ghost,,mummy,,,58,50,145,95,105,30
564,tirtouga,7,165,71,water,rock,solid-rock,sturdy,swift-swim,54,78,103,53,45,22
565,carracosta,12,810,173,water,rock,solid-rock,sturdy,swift-swim,74,108,133,83,65,32
566,archen,5,95,71,rock,flying,defeatist,,,55,112,45,74,45,70
567,archeops,14,320,177,rock,flying,defeatist,,,75,140,65,112,65,110
568,trubbish,6,310,66,poison,,stench,sticky-hold,aftermath,50,50,62,40,62,65
569,garbodor,19,1073,166,poison,,stench,weak-armor,aftermath,80,95,82,60,82,75
570,zorua,7,125,66,dark,,illusion,,,40,65,40,80,40,65
571,zoroark,16,811,179,dark,,illusion,,,60,105,60,120,60,105
572,minccino,4,58,60,normal,,cute-charm,technician,skill-link,55,50,40,40,40,75
573,cinccino,5,75,165,normal,,cute-charm,technician,skill-link,75,95,60,65,60,115
574,gothita,4,58,58,psychic,,frisk,competitive,shadow-tag,45,30,50,55,65,45
575,gothorita,7,180,137,psychic,,frisk,competitive,shadow-tag,60,45,70,75,85,55
576,gothitelle,15,440,221,psychic,,frisk,competitive,shadow-tag,70,55,95,95,110,65
577,solosis,3,10,58,psychic,,overcoat,magic-guard,regenerator,45,30,40,105,50,20
578,duosion,6,80,130,psychic,,overcoat,magic-guard,regenerator,65,40,50,125,60,30
579,reuniclus,10,201,221,psychic,,overcoat,magic-guard,regenerator,110,65,75,125,85,30
580,ducklett,5,55,61,water,flying,keen-eye,big-pecks,hydration,62,44,50,44,50,55
581,swanna,13,242,166,water,flying,keen-eye,big-pecks,hydration,75,87,63,87,63,98
582,vanillite,4,57,61,ice,,ice-body,snow-cloak,weak-armor,36,50,50,65,60,44
583,vanillish,11,410,138,ice,,ice-body,snow-cloak,weak-armor,51,65,65,80,75,59
584,vanilluxe,13,575,241,ice,,ice-body,snow-warning,weak-armor,71,95,85,110,95,79
585,deerling,6,195,67,normal,grass,chlorophyll,sap-sipper,serene-grace,60,60,50,40,50,75
586,sawsbuck,19,925,166,normal,grass,chlorophyll,sap-sipper,serene-grace,80,100,70,60,70,95
587,emolga,4,50,150,electric,flying,static,motor-drive,,55,75,60,75,60,103
588,karrablast,5,59,63,bug,,swarm,shed-skin,no-guard,50,75,45,40,45,60
589,escavalier,10,330,173,bug,steel,swarm,shell-armor,overcoat,70,135,105,60,105,20
590,foongus,2,10,59,grass,poison,effect-spore,regenerator,,69,55,45,55,55,15
591,amoonguss,6,105,162,grass,poison,effect-spore,regenerator,,114,85,70,85,80,30
592,frillish,12,330,67,water,ghost,water-absorb,cursed-body,damp,55,40,50,65,85,40
593,jellicent,22,1350,168,water,ghost,water-absorb,cursed-body,damp,100,60,70,85,105,60
594,alomomola,12,316,165,water,,healer,hydration,regenerator,165,75,80,40,45,65
595,joltik,1,6,64,bug,electric,compound-eyes,unnerve,swarm,50,47,50,57,50,65
596,galvantula,8,143,165,bug,electric,compound-eyes,unnerve,swarm,70,77,60,97,60,108
597,ferroseed,6,188,61,grass,steel,iron-barbs,,,44,50,91,24,86,10
598,ferrothorn,10,1100,171,grass,steel,iron-barbs,anticipation,,74,94,131,54,116,20
599,klink,3,210,60,steel,,plus,minus,clear-body,40,55,70,45,60,30
600,klang,6,510,154,steel,,plus,minus,clear-body,60,80,95,70,85,50
601,klinklang,6,810,234,steel,,plus,minus,clear-body,60,100,115,70,85,90
602,tynamo,2,3,55,electric,,levitate,,,35,55,40,45,40,60
603,eelektrik,12,220,142,electric,,levitate,,,65,85,70,75,70,40
604,eelektross,21,805,232,electric,,levitate,,,85,115,80,105,80,50
605,elgyem,5,90,67,psychic,,telepathy,synchronize,analytic,55,55,55,85,55,30
606,beheeyem,10,345,170,psychic,,telepathy,synchronize,analytic,75,75,75,125,95,40
607,litwick,3,31,55,ghost,fire,flash-fire,flame-body,infiltrator,50,30,55,65,55,20
608,lampent,6,130,130,ghost,fire,flash-fire,flame-body,infiltrator,60,40,60,95,60,55
609,chandelure,10,343,234,ghost,fire,flash-fire,flame-body,infiltrator,60,55,90,145,90,80
610,axew,6,180,64,dragon,,rivalry,mold-breaker,unnerve,46,87,60,30,40,57
611,fraxure,10,360,144,dragon,,rivalry,mold-breaker,unnerve,66,117,70,40,50,67
612,haxorus,18,1055,243,dragon,,rivalry,mold-breaker,unnerve,76,147,90,60,70,97
613,cubchoo,5,85,61,ice,,snow-cloak,slush-rush,rattled,55,70,40,60,40,40
614,beartic,26,2600,177,ice,,snow-cloak,slush-rush,swift-swim,95,130,80,70,80,50
615,cryogonal,11,1480,180,ice,,levitate,,,80,50,50,95,135,105
616,shelmet,4,77,61,bug,,hydration,shell-armor,overcoat,50,40,85,40,65,25
617,accelgor,8,253,173,bug,,hydration,sticky-hold,unburden,80,70,40,100,60,145
618,stunfisk,7,110,165,ground,electric,static,limber,sand-veil,109,66,84,81,99,32
619,mienfoo,9,200,70,fighting,,inner-focus,regenerator,reckless,45,85,50,55,50,65
620,mienshao,14,355,179,fighting,,inner-focus,regenerator,reckless,65,125,60,95,60,105
621,druddigon,16,1390,170,dragon,,rough-skin,sheer-force,mold-breaker,77,120,90,60,90,48
622,golett,10,920,61,ground,ghost,iron-fist,klutz,no-guard,59,74,50,35,50,35
623,golurk,28,3300,169,ground,ghost,iron-fist,klutz,no-guard,89,124,80,55,80,55
624,pawniard,5,102,68,dark,steel,defiant,inner-focus,pressure,45,85,70,40,40,60
625,bisharp,16,700,172,dark,steel,defiant,inner-focus,pressure,65,125,100,60,70,70
626,bouffalant,16,946,172,normal,,reckless,sap-sipper,soundproof,95,110,95,40,95,55
627,rufflet,5,105,70,normal,flying,keen-eye,sheer-force,hustle,70,83,50,37,50,60
628,braviary,15,410,179,normal,flying,keen-eye,sheer-force,defiant,100,123,75,57,75,80
629,vullaby,5,90,74,dark,flying,big-pecks,overcoat,weak-armor,70,55,75,45,65,60
630,mandibuzz,12,395,179,dark,flying,big-pecks,overcoat,weak-armor,110,65,105,55,95,80
631,heatmor,14,580,169,fire,,gluttony,flash-fire,white-smoke,85,97,66,105,66,65
632,durant,3,330,169,bug,steel,swarm,hustle,truant,58,109,112,48,48,109
633,deino,8,173,60,dark,dragon,hustle,,,52,65,50,45,50,38
634,zweilous,14,500,147,dark,dragon,hustle,,,72,85,70,65,70,58
635,hydreigon,18,1600,270,dark,dragon,levitate,,,92,105,90,125,90,98
636,larvesta,11,288,72,bug,fire,flame-body,swarm,,55,85,55,50,55,60
637,volcarona,16,460,248,bug,fire,flame-body,swarm,,85,60,65,135,105,100
638,cobalion,21,2500,261,steel,fighting,justified,,,91,90,129,90,72,108
639,terrakion,19,2600,261,rock,fighting,justified,,,91,129,90,72,90,108
640,virizion,20,2000,261,grass,fighting,justified,,,91,90,72,90,129,108
641,tornadus-incarnate,15,630,261,flying,,prankster,defiant,,79,115,70,125,80,111
642,thundurus-incarnate,15,610,261,electric,flying,prankster,defiant,,79,115,70,125,80,111
